Date,Crop,State,Season,Price,Arrivals,Production,Rainfall,Temperature,Demand,DemandPredicted
2015-07-31,23,0,0,7313,594,1706368,161,28,135395.16400484572,327590.67935354705
2015-08-31,23,0,0,7597,3205,1142135,152,25,36326.99653343143,-23817.30778453037
2015-09-30,23,0,0,6844,2582,1746561,12,36,178834.96954094572,224123.49629194773
2015-10-31,23,0,0,6964,1803,1266434,11,34,130232.76814485493,182264.66053709408
2015-11-30,23,0,0,4812,2802,1385721,29,34,379542.0756567377,349227.5296165961
2015-12-31,23,0,0,6536,663,1201414,22,8,202736.20235116663,301014.1215838692
2016-01-31,23,0,0,7352,3611,1655389,4,14,79322.94719366233,69129.5118364461
2016-02-29,23,0,0,7040,3400,991978,11,9,73479.29964910967,-8080.713802499821
2016-03-31,23,0,0,5401,1183,1276392,40,31,359358.41434494214,396099.4087507821
2016-04-30,23,0,0,1591,4380,3418884,18,32,1404312.7610388163,911434.3381192453
2016-05-31,23,0,0,2738,7873,3548944,11,29,290113.23755030753,529251.3912005086
2016-06-30,23,0,0,4102,2115,1512512,289,32,563016.1146531918,525701.2957755725
2016-07-31,23,0,0,5044,2318,1787650,244,31,489404.1237127462,450669.38672388176
2016-08-31,23,0,0,3883,3013,1007046,233,34,344253.1222649076,362174.229244989
2016-09-30,23,0,0,7508,168,839331,27,36,49880.57276345416,168005.57840607225
2016-10-31,23,0,0,6063,1992,1735304,15,29,326047.0807614421,340850.3685546066
2016-11-30,23,0,0,7218,1430,1940320,28,37,158026.5599333067,298652.35834553995
2016-12-31,23,0,0,4431,4398,977505,15,13,222496.88426978028,190090.1366734891
2017-01-31,23,0,0,6082,1697,1809954,15,5,350916.01652202755,389436.5376613308
2017-02-28,23,0,0,4704,2598,841236,6,11,246088.25691757828,279125.78795004427
2017-03-31,23,0,0,3355,3800,1193088,23,33,399665.93149839866,405123.062578218
2017-04-30,23,0,0,1389,6906,2080476,44,27,398608.5353145939,487361.84653904475
2017-05-31,23,0,0,1600,6718,2356937,21,34,476563.41949768696,520049.6403991387
2017-06-30,23,0,0,5635,307,1545713,224,25,440296.044543654,509588.67146104417
2017-07-31,23,0,0,7351,699,1070083,157,26,79153.71715943508,190825.27357756507
2017-08-31,23,0,0,4447,4275,1326739,161,30,308682.5353406459,274671.6254836816
2017-09-30,23,0,0,3870,2610,1620891,28,32,593317.3796566837,519095.8081289395
2017-10-31,23,0,0,3264,4060,1813789,33,32,588485.4928745897,493827.8411595823
2017-11-30,23,0,0,6899,4094,1942163,20,27,144667.99725182587,130221.36582730604
2017-12-31,23,0,0,5431,2335,1313867,3,9,311681.3552495883,311771.35330237774
2018-01-31,23,0,0,7986,4773,509244,18,12,179.35780224668045,-314308.8692105562
2018-02-28,23,0,0,7520,2472,863313,28,6,36968.15594072551,-12905.330272311592
2018-03-31,23,0,0,7500,3648,646188,21,27,23639.903140377617,-159711.29007264544
2018-04-30,23,0,0,3125,8787,3206528,20,25,44306.05450161547,349087.19016165624
2018-05-31,23,0,0,2032,6955,2425370,12,25,409579.8304588652,463239.35536341014
2018-06-30,23,0,0,7217,1900,1216485,179,27,93036.30916013608,133333.87921274605
2018-07-31,23,0,0,5593,4704,616885,293,28,88292.63311255033,-30799.7698347717
2018-08-31,23,0,0,5730,1487,1087951,156,28,256998.91438051336,307989.2696204338
2018-09-30,23,0,0,6040,3380,1736637,23,33,264707.1418552353,242792.3353050464
2018-10-31,23,0,0,4436,3331,625026,23,39,175070.42829950404,200651.9825133584
2018-11-30,23,0,0,7341,4455,1566614,14,32,64380.23607391177,-7527.480581460287
2018-12-31,23,0,0,6374,3593,1486088,0,11,180631.0689071899,148031.30382418973
2019-01-31,23,0,0,6000,3593,1079583,26,11,161552.90753616483,115204.91238308357
2019-02-28,23,0,0,3683,3908,1509450,20,11,460099.6073672104,416048.9297174426
2019-03-31,23,0,0,7638,171,985969,17,39,42842.1872172473,185193.31926083655
2019-04-30,23,0,0,2195,5393,2825333,18,31,820107.2072628463,667900.7296926344
2019-05-31,23,0,0,2504,6411,3269972,14,38,644338.9272221838,631847.2447468777
2019-06-30,23,0,0,7578,3461,554354,279,31,17662.37840944048,-153112.7948964416
2019-07-31,23,0,0,5241,2639,1254543,161,33,305086.61788715643,302546.6490340834
2019-08-31,23,0,0,4700,1833,1290884,197,26,423326.314528075,423707.3821263026
2019-09-30,23,0,0,4255,2091,926039,10,27,332305.8547745276,384324.03286594426
2019-10-31,23,0,0,4160,1530,1193537,48,37,474892.11019528034,483263.67757279257
2019-11-30,23,0,0,5350,2662,1228099,16,26,285783.93631900725,277994.39281485265
2019-12-31,23,0,0,7664,3882,1183153,19,11,27592.25422252413,-82883.88118790223
2020-01-31,23,0,0,5361,1453,579271,2,6,159880.42546408603,254933.40357816088
2020-02-29,23,0,0,4848,3430,1832682,8,13,445922.1793906018,392439.2654537809
2020-03-31,23,0,0,3124,4020,1296202,4,25,436519.3974317994,435764.5565266117
2020-04-30,23,0,0,1697,4698,2846475,24,25,1070534.1452093986,777778.3365943885
2020-05-31,23,0,0,1675,6482,2437860,4,27,537720.7886423294,539561.590376361
2020-06-30,23,0,0,7302,3364,1586160,227,26,85705.6645233822,75767.15592220811
2020-07-31,23,0,0,3091,3082,1423974,288,32,573901.3935491213,523099.6489900926
2020-08-31,23,0,0,4581,1064,750289,271,29,282329.1262029046,394113.4808454115
2020-09-30,23,0,0,5294,4419,1395158,10,34,239501.4173673172,173587.7248143963
2020-10-31,23,0,0,3301,450,1211579,34,31,675557.6544338382,660808.0328126997
2020-11-30,23,0,0,3574,4233,644250,19,29,188469.51092734377,225810.98311419386
2020-12-31,23,0,0,7007,1482,1132443,16,14,116565.81742590936,180914.62710737344
2021-01-31,23,0,0,6739,1310,1200764,15,13,160828.50395512857,230716.90898369512
2021-02-28,23,0,0,7688,1424,751927,21,11,24071.853094558264,35436.7306610708
2021-03-31,23,0,0,7214,4029,1037338,40,27,55730.52976466626,-80508.65983461835
2021-04-30,23,0,0,2175,7259,3010426,4,36,422096.1926327394,555261.8401216209
2021-05-31,23,0,0,2179,4777,3131510,40,26,1067542.5257425706,785704.3988760272
2021-06-30,23,0,0,6878,973,1668205,217,34,207365.82715876817,335559.28266816505
2021-07-31,23,0,0,5992,144,757166,299,28,186446.2505548592,320512.9975608786
2021-08-31,23,0,0,5318,2623,1246650,163,25,295423.8313054463,292787.49122532987
2021-09-30,23,0,0,4518,2611,1597410,42,29,492723.66195023846,441987.5374766911
2021-10-31,23,0,0,5721,1357,1412316,18,35,340751.4371398425,374335.9101471239
2021-11-30,23,0,0,7031,4675,1436627,40,38,82924.97993561353,-18826.77632624466
2021-12-31,23,0,0,6253,1308,1072360,21,8,199391.9167933365,269148.1812725468
2022-01-31,23,0,0,4583,1615,1204915,28,12,421639.0705765269,439994.6853074914
2022-02-28,23,0,0,5045,3130,861828,4,9,207161.4700407782,208656.3949624846
2022-03-31,23,0,0,4464,1276,520325,27,30,197095.05438872307,360143.7396482532
2022-04-30,23,0,0,2649,5074,3425824,43,37,997792.695717406,762579.6259948076
2022-05-31,23,0,0,2484,6844,2791522,9,34,459413.2938253569,494671.22931549896
2022-06-30,23,0,0,5260,1734,1299697,261,28,358605.0999897128,383522.8152888482
2022-07-31,23,0,0,6808,4230,1052214,186,29,82544.94583472359,-45847.95094968635
2022-08-31,23,0,0,7576,884,1490913,243,28,69974.90738786841,233079.85471398802
2022-09-30,23,0,0,6682,418,1148496,40,33,179502.34786671895,307962.79614222836
2022-10-31,23,0,0,5474,872,1497921,13,31,426170.8136270237,468157.89233318245
2022-11-30,23,0,0,7164,2572,1089106,37,37,80557.20511402296,59955.1667991053
2022-12-31,23,0,0,5355,2300,814105,3,12,199902.44631706283,236230.63460201595
2023-01-31,23,0,0,5197,3712,1048871,10,12,215373.40748538272,185188.6401619832
2023-02-28,23,0,0,5272,3762,1376494,23,8,272457.266836406,227820.75350910093
2023-03-31,23,0,0,4401,422,593592,8,36,254196.8206134062,439392.72645706893
2023-04-30,23,0,0,1481,4462,3437133,47,33,1410531.7968038523,920832.3336677243
2023-05-31,23,0,0,1222,6933,3601492,29,34,698317.6526643425,774855.2623709386
2023-06-30,23,0,0,6175,3644,1240925,269,28,167782.69756486276,116011.95299048162
2023-07-31,23,0,0,7094,3732,1268696,185,26,83382.24907523477,10603.481971298712
2023-08-31,23,0,0,4578,1905,1632604,151,33,549644.7044421799,503346.5120042573
2023-09-30,23,0,0,3545,4048,880583,3,37,269379.51335195446,298181.4056680995
2023-10-31,23,0,0,3138,2537,1194866,40,38,520936.1110924071,523629.38653411553
2023-11-30,23,0,0,6622,4598,809261,34,38,67780.83409582982,-89988.63426834071
2023-12-31,23,0,0,6291,3138,1216489,6,13,168549.53202865025,143352.23570448646
2015-01-31,23,1,0,6681,869,1188630,16,14,176136.30897413933,262980.1409284168
2015-02-28,23,1,0,6164,4778,1959115,18,11,209973.31628230383,163140.05689256254
2015-03-31,23,1,0,4704,2576,631081,13,31,185246.5385822927,236023.20088619177
2015-04-30,23,1,0,2630,6488,2177182,47,37,406648.2629283159,394093.0043095439
2015-05-31,23,1,0,2042,5413,2378989,7,36,704833.0546081059,582399.4250553476
2015-06-30,23,1,0,7374,1734,1505893,191,27,93988.82921986045,184417.61757045932
2015-07-31,23,1,0,7620,674,1299555,265,26,55955.24904033163,207695.12019512334
2015-08-31,23,1,0,6818,1645,955569,189,32,114687.89989071483,148421.9256367046
2015-09-30,23,1,0,7607,1043,1512528,4,31,64410.77699654941,220039.81086767642
2015-10-31,23,1,0,4474,1782,1994594,23,26,703982.5530350171,584308.2447997833
2015-11-30,23,1,0,6248,2644,677741,25,31,104403.54977221688,81648.57030158034
2015-12-31,23,1,0,3483,2812,655342,6,9,254099.00230786344,352013.4302630516
2016-01-31,23,1,0,5740,4559,786904,10,6,109301.5744731496,1670.1950127502307
2016-02-29,23,1,0,6252,3826,1432180,3,9,179123.96989916178,127687.44800868386
2016-03-31,23,1,0,3870,4504,581005,33,32,149547.9464988011,161326.36053160578
2016-04-30,23,1,0,3445,5621,3807437,46,34,811940.3194128115,684882.5110337766
2016-05-31,23,1,0,1775,4673,2057593,39,27,768704.6465684626,601243.878110526
2016-06-30,23,1,0,3538,1331,1739786,245,33,826059.5211082511,699418.3961974051
2016-07-31,23,1,0,7062,617,767436,209,28,83175.34292049805,168198.81034016935
2016-08-31,23,1,0,4579,2399,1955398,162,30,612244.906476491,518602.9559185285
2016-09-30,23,1,0,7931,963,1936387,40,29,13196.716416616737,269032.50642662693
2016-10-31,23,1,0,6090,260,873653,35,32,201906.36054230743,309710.63972399465
2016-11-30,23,1,0,3640,3148,1612058,30,37,570482.0227118455,481404.7857329677
2016-12-31,23,1,0,3620,4121,761860,12,6,225746.38995574377,258615.16277279085
2017-01-31,23,1,0,7078,1375,1705522,13,14,165221.6610800546,286243.02243517875
2017-02-28,23,1,0,4602,1939,1421573,0,8,472952.6848954393,460662.5132313586
2017-03-31,23,1,0,4195,4599,1562388,34,36,362600.4597149702,318238.6830784896
2017-04-30,23,1,0,3267,4694,2648396,21,32,748318.7324336348,577212.8973075148
2017-05-31,23,1,0,2469,6427,3992471,23,39,786812.7002796927,780292.6241195009
2017-06-30,23,1,0,7468,1446,1689937,150,32,92981.71940792982,238885.37106594155
2017-07-31,23,1,0,7226,1910,1561163,184,25,117844.18059336727,203808.5470104292
2017-08-31,23,1,0,3540,492,1573992,157,31,828823.4549143737,721454.4161883312
2017-09-30,23,1,0,3032,4197,1294508,16,37,428371.89744966856,421099.93433484796
2017-10-31,23,1,0,5641,3280,510930,9,28,95469.07617953286,60889.82490081472
2017-11-30,23,1,0,6276,3794,902874,20,35,112055.62810959108,24037.534646937955
2017-12-31,23,1,0,6498,4776,655801,27,10,57472.06186291396,-115230.32155347211
2018-01-31,23,1,0,4033,1499,1502910,13,7,620372.8337596855,564848.4764493604
2018-02-28,23,1,0,4986,2122,1076295,24,7,309278.93591414246,335623.72099300724
2018-03-31,23,1,0,4888,2518,1963269,43,36,548963.7353910467,490207.36161010485
2018-04-30,23,1,0,2044,4689,3952080,17,38,1407354.8698247797,958655.722688347
2018-05-31,23,1,0,2187,8934,3429029,23,30,15790.095799628376,484136.8429317305
2018-06-30,23,1,0,7904,878,1014165,260,33,10076.490359228072,99675.12334434726
2018-07-31,23,1,0,6399,884,1359663,266,26,244367.67417530145,336945.0908138563
2018-08-31,23,1,0,4597,1223,1617645,167,34,593702.3149859903,550761.7057826692
2018-09-30,23,1,0,3521,284,763044,44,39,413389.3874252965,559379.3302080019
2018-10-31,23,1,0,6771,307,650997,15,30,96061.86036036038,196262.00810123046
2018-11-30,23,1,0,3700,3212,1312295,18,39,452981.4409986117,423481.9086152322
2018-12-31,23,1,0,5889,763,1791773,17,11,431472.4500544922,479335.46869923396
2019-01-31,23,1,0,6455,2148,1053149,21,9,154151.14479064482,176026.419198381
2019-02-28,23,1,0,7844,1646,1783288,1,9,26978.11053852202,199769.53188704248
2019-03-31,23,1,0,3041,461,1533142,25,36,901074.8449798368,779501.5112086944
2019-04-30,23,1,0,1498,4672,2048168,13,30,799461.5698231877,649547.6198808452
2019-05-31,23,1,0,1523,8556,2477633,36,35,97028.63282723,407725.7247099152
2019-06-30,23,1,0,4531,4381,952581,284,32,211514.90018839328,184225.5006647996
2019-07-31,23,1,0,7030,495,1617202,193,28,183946.01030660287,351528.14403700375
2019-08-31,23,1,0,7163,2976,636381,222,30,44161.50790617945,-51463.327554904616
2019-09-30,23,1,0,3748,3770,1252136,0,27,386115.3769393908,369086.1507905927
2019-10-31,23,1,0,3308,3532,1555783,12,33,553624.7911735004,486780.9972844597
2019-11-30,23,1,0,7057,4746,697137,4,39,38507.37956111766,-175701.67953511712
2019-12-31,23,1,0,4522,1124,1678684,24,7,637740.6545011254,579526.0382692349
2020-01-31,23,1,0,4521,2325,1470694,19,10,473564.0987178369,453143.0550703759
2020-02-29,23,1,0,6802,2581,699425,20,8,74247.64266964103,18571.533339174675
2020-03-31,23,1,0,6236,4001,1338811,43,32,163260.4000235359,94847.24961041917
2020-04-30,23,1,0,1810,5103,2407652,2,31,805351.5496036577,643142.8697910766
2020-05-31,23,1,0,3242,6861,2270794,15,37,319733.01149831846,300490.44875761017
2020-06-30,23,1,0,4144,2951,933939,280,30,302083.525006488,327909.41500779433
2020-07-31,23,1,0,4384,3845,1381117,238,31,356864.46818100504,313126.7086364879
2020-08-31,23,1,0,7206,3054,1996452,267,34,129653.7239311384,194371.92676427084
2020-09-30,23,1,0,7565,1412,1590594,26,29,71636.71279445947,206537.6727272197
2020-10-31,23,1,0,7521,3726,1778826,18,30,61388.81898790688,70490.67095352031
2020-11-30,23,1,0,7590,637,653303,25,39,30533.15649266217,82269.95903554965
2020-12-31,23,1,0,3393,4381,512301,29,9,151156.23490231976,220351.3378242885
2021-01-31,23,1,0,4095,3792,633043,7,5,178492.4953959214,209375.5721131332
2021-02-28,23,1,0,4115,1681,1380813,23,7,544608.6967752704,532827.7075698437
2021-03-31,23,1,0,3849,3605,845380,25,37,262524.4628629297,291386.33100101544
2021-04-30,23,1,0,2670,7656,3149475,34,28,311408.7622720318,495525.05866783485
2021-05-31,23,1,0,1474,8119,2734952,27,39,216330.16264223287,498773.5339397607
2021-06-30,23,1,0,5421,3345,1479814,184,25,298941.7752883013,265775.90942353196
2021-07-31,23,1,0,3102,2878,613395,294,25,255176.11058881704,388478.46391307254
2021-08-31,23,1,0,7992,1602,638951,212,32,0.0,-29328.845941547163
2021-09-30,23,1,0,7802,3708,546530,22,31,7634.572873674472,-189979.55232993746
2021-10-31,23,1,0,3586,4133,974600,13,39,290311.966409742,300947.4055034794
2021-11-30,23,1,0,7680,188,1369924,26,34,52362.24968244856,244936.73205715264
2021-12-31,23,1,0,5221,3250,930009,27,13,205895.92490943568,199433.2762437242
2022-01-31,23,1,0,7140,2586,535579,25,14,40674.17904140376,-43367.53051890688
2022-02-28,23,1,0,6104,3641,1292289,2,7,181656.9201166465,136349.04301281646
2022-03-31,23,1,0,4236,769,1772020,48,33,761567.1496855547,680840.2978489082
2022-04-30,23,1,0,2475,7587,2377702,9,31,256309.1096231367,363647.5700295109
2022-05-31,23,1,0,1840,8688,2956436,22,26,76694.45477643145,448888.83632169565
2022-06-30,23,1,0,5288,2867,513890,194,30,118426.4096907496,129200.01164572983
2022-07-31,23,1,0,5863,1285,1667905,167,28,380813.6472443136,426015.91390956345
2022-08-31,23,1,0,5623,3465,1072785,235,31,195445.2683802421,154711.31483876565
2022-09-30,23,1,0,5878,809,728546,43,30,175371.0746728265,282106.33209976146
2022-10-31,23,1,0,3435,1668,1909894,0,28,886980.0549831613,711880.2354974581
2022-11-30,23,1,0,3364,1862,1784948,42,39,819566.2404615715,676895.2006442648
2022-12-31,23,1,0,5982,4651,1081921,22,11,131346.30642487668,29011.87503610667
2023-01-31,23,1,0,3956,2165,1823718,16,11,699216.475936063,601753.7376585716
2023-02-28,23,1,0,5424,2031,640334,24,13,159274.90269047825,205933.31809492112
2023-03-31,23,1,0,6212,3431,1889068,15,30,260182.9972336924,253482.6612036706
2023-04-30,23,1,0,2430,5613,3675355,41,26,961006.7774756738,771933.173974986
2023-05-31,23,1,0,1359,5551,2790409,44,26,886079.7896895894,713401.6627619156
2023-06-30,23,1,0,7286,3565,1733564,184,30,92418.92173543808,97936.36861468204
2023-07-31,23,1,0,3743,2154,1275913,243,28,515833.9242655652,503770.8845098271
2023-08-31,23,1,0,3651,1910,1679589,285,29,718495.295801432,613678.1052353375
2023-09-30,23,1,0,4246,1311,597207,21,38,239105.9645030416,386325.50714452064
2023-10-31,23,1,0,5918,2206,1874388,18,34,367074.84693736106,382329.1895070698
2023-11-30,23,1,0,6175,1916,777669,12,39,139127.40532177992,166210.2588632887
2023-12-31,23,1,0,5074,806,731890,18,6,243268.7433666009,367333.68951002456
2015-01-31,23,2,0,4199,3925,1246347,51,23,333290.9551510971,297283.52820493735
2015-02-28,23,2,0,5013,1248,1949423,87,21,625781.0034332381,569466.5807604052
2015-03-31,23,2,0,5437,4433,1870874,114,31,303211.9350061328,250331.67515025582
2015-04-30,23,2,0,2890,4495,2119528,104,32,676616.2785042856,522108.7896733334
2015-05-31,23,2,0,2603,4351,3225414,183,38,1122401.2920361136,779705.4155727145
2015-06-30,23,2,0,4003,3882,1079193,277,30,306080.446209097,297886.2537362824
2015-07-31,23,2,0,4723,2216,1082797,370,26,333739.6384201881,358421.8404147858
2015-08-31,23,2,0,5880,367,1699655,276,25,430824.0757808192,498038.8554671382
2015-09-30,23,2,0,6871,3461,1711396,132,31,147644.67344499435,146608.81920128159
2015-10-31,23,2,0,4110,2542,1405965,169,30,489845.29911918927,452341.2733997185
2015-11-30,23,2,0,5558,597,1282103,189,33,364543.1838326482,422109.904948969
2015-12-31,23,2,0,4422,930,1407706,68,22,563774.756510765,539711.8676575829
2016-01-31,23,2,0,7965,2837,618278,66,20,1429.6890028166392,-132662.8616237952
2016-02-29,23,2,0,5014,2675,1043251,74,24,273081.4194108467,274981.6966381488
2016-03-31,23,2,0,7844,3610,801766,127,32,8886.052402196421,-154061.16569681166
2016-04-30,23,2,0,1905,7088,3361719,102,34,541926.0476882036,647583.5757655106
2016-05-31,23,2,0,1883,7106,3406449,115,30,545908.5522206809,658821.335007195
2016-06-30,23,2,0,7712,2753,565020,347,28,13734.21208996784,-119651.82656555292
2016-07-31,23,2,0,7685,1439,817957,348,33,26391.69948014972,43712.10768419888
2016-08-31,23,2,0,3191,1890,1007736,330,28,478117.3669795921,525634.6340100976
2016-09-30,23,2,0,4233,2694,1476651,173,33,486430.06527511,434356.01522189623
2016-10-31,23,2,0,7218,4192,1012331,124,39,52330.00472118766,-87673.21608699154
2016-11-30,23,2,0,4128,4288,1255716,149,34,317570.425957489,273133.9325707271
2016-12-31,23,2,0,5535,1470,1021153,74,22,262608.0832645709,311662.91072485625
2017-01-31,23,2,0,4622,4243,1333687,60,24,296982.634983443,249670.9633806148
2017-02-28,23,2,0,4983,3690,1727036,85,24,383369.8099796493,334513.212399161
2017-03-31,23,2,0,7534,3359,1627707,154,34,58430.67218302715,57274.69905773125
2017-04-30,23,2,0,1502,6239,2264657,160,34,562901.0872645528,569758.6008397554
2017-05-31,23,2,0,2774,6880,2399174,182,39,367782.0942738423,381497.99239796767
2017-06-30,23,2,0,5460,1009,969702,309,30,272740.88366043725,355471.2372338328
2017-07-31,23,2,0,6152,1967,1813488,202,30,326177.154104388,366741.35781715636
2017-08-31,23,2,0,4801,3765,1763487,365,32,409265.37079346617,362216.3039081642
2017-09-30,23,2,0,3095,3864,821487,116,34,287032.2158516124,350921.886152007
2017-10-31,23,2,0,5443,4314,1024754,198,34,170017.39384588125,98076.03128451861
2017-11-30,23,2,0,4961,1584,1913822,122,35,597952.0384606329,516097.4505461564
2017-12-31,23,2,0,6005,2073,1572347,58,21,300789.96854854526,320013.5411842664
2018-01-31,23,2,0,7898,3816,1618043,80,22,10953.799664278931,-14564.730333945392
2018-02-28,23,2,0,6529,3299,959107,51,22,111150.8543825218,46567.6118149941
2018-03-31,23,2,0,7733,3901,1884061,134,31,34565.992654176844,42632.49092254859
2018-04-30,23,2,0,1384,7110,2513228,113,30,434737.6431005579,543590.096745468
2018-05-31,23,2,0,1658,7067,2452561,134,37,415948.4131497753,500791.72496293957
2018-06-30,23,2,0,4218,654,1771831,292,29,775837.0586605123,687422.3192582482
2018-07-31,23,2,0,5218,3986,1579761,363,32,305237.8977112749,258387.56204938347
2018-08-31,23,2,0,5091,217,810871,237,27,287232.5504900129,423868.4725822155
2018-09-30,23,2,0,4361,4165,1162735,142,30,283550.7753389303,250895.97555393114
2018-10-31,23,2,0,6886,1733,1084545,108,32,121159.14347029712,155808.87531843656
2018-11-30,23,2,0,6352,2263,556894,147,37,85514.32987430764,76010.5566779762
2018-12-31,23,2,0,6110,4222,589478,67,23,73629.36754076958,-44552.77659544887
2019-01-31,23,2,0,4051,3196,1773870,75,24,563791.0680345844,486732.39998490014
2019-02-28,23,2,0,5888,324,552747,84,22,140274.08784460134,276780.46179712814
2019-03-31,23,2,0,4320,4101,880741,111,38,220087.9538096655,211203.34490470783
2019-04-30,23,2,0,3256,4623,2994468,150,30,862085.8701664628,647612.67092737
2019-05-31,23,2,0,3185,4834,2012713,133,37,559722.1909428475,435678.1499476557
2019-06-30,23,2,0,6976,4600,820747,284,29,50956.89725750665,-125877.68057653563
2019-07-31,23,2,0,3381,1233,1759304,382,25,875835.0369047725,713873.1920391415
2019-08-31,23,2,0,5674,2058,1132475,263,34,253279.3496929529,272554.54274585616
2019-09-30,23,2,0,7659,2747,1224233,150,36,35424.82691951207,26846.160125265593
2019-10-31,23,2,0,3936,1807,1276337,114,33,517566.4975459277,502530.7339181006
2019-11-30,23,2,0,7242,2130,1158422,102,30,82956.80296162025,103272.47213258657
2019-12-31,23,2,0,6444,1336,562743,90,21,92803.16332097864,133039.97035100724
2020-01-31,23,2,0,6373,844,1764852,66,22,323958.50313159334,426775.2348823459
2020-02-29,23,2,0,6476,738,1478767,71,23,257482.2667918168,361219.51763634983
2020-03-31,23,2,0,5413,3429,1822248,150,31,363769.5443010579,333629.8441092703
2020-04-30,23,2,0,2750,4254,3962675,177,39,1369384.4232391384,920172.4085611304
2020-05-31,23,2,0,2387,6107,3236248,153,39,728029.8649689618,649876.2684938627
2020-06-30,23,2,0,5615,2020,1475986,241,25,340363.53825550055,349916.30427283444
2020-07-31,23,2,0,7070,4574,892235,202,34,50567.80503379032,-133517.39175289226
2020-08-31,23,2,0,7707,1899,814428,256,34,22908.82477071665,3972.2152850659077
2020-09-30,23,2,0,5134,2059,932513,109,34,257105.99337419943,288292.27863596095
2020-10-31,23,2,0,4830,2269,1006075,176,38,297596.1155558294,319943.7241139597
2020-11-30,23,2,0,3894,4831,966132,173,38,229212.4898472046,206101.2852795921
2020-12-31,23,2,0,5377,826,1432532,85,21,425665.7834664271,465544.3871071149
2021-01-31,23,2,0,7309,2079,1080466,93,23,70985.89549309065,83587.7549280522
2021-02-28,23,2,0,7466,493,1118659,86,21,69588.37883223013,207583.0499010371
2021-03-31,23,2,0,3326,4009,610749,120,37,197582.1692979265,269746.62476066255
2021-04-30,23,2,0,1899,4358,2819428,131,37,1107620.573344616,791617.6529436015
2021-05-31,23,2,0,2555,6935,2067580,171,36,321648.32413550245,337249.058062779
2021-06-30,23,2,0,5813,3260,1665566,345,34,289458.3036425091,265600.0299926645
2021-07-31,23,2,0,5202,2638,1011938,226,27,249616.6155319484,256304.62895408587
2021-08-31,23,2,0,5403,2825,966045,283,32,214619.6365121378,213868.8567770187
2021-09-30,23,2,0,7536,4454,1025161,143,37,29516.321020052445,-129486.95481034236
2021-10-31,23,2,0,7093,1659,1485924,163,33,136306.0938876815,222489.475469668
2021-11-30,23,2,0,6184,4160,743468,122,30,90372.07858598228,-19125.33952456482
2021-12-31,23,2,0,7688,1463,1640454,85,20,52246.08804734,212701.09023283134
2022-01-31,23,2,0,5251,2205,1196204,65,22,309645.42541239935,318709.31363367365
2022-02-28,23,2,0,7941,4798,1202158,55,24,3577.6109942942344,-179433.0094057128
2022-03-31,23,2,0,5985,3030,938789,150,39,156304.33161727796,127822.08367065038
2022-04-30,23,2,0,2389,7109,2698964,123,33,396071.7437984087,477848.3863089149
2022-05-31,23,2,0,2410,7115,2039379,103,35,297205.7013125906,329837.4036977644
2022-06-30,23,2,0,7155,3521,548566,204,32,34952.49627254882,-126286.12875890044
2022-07-31,23,2,0,6141,1615,652220,359,30,123924.7256198474,164370.0451357978
2022-08-31,23,2,0,5594,685,1489465,299,31,412864.8738748202,470168.6437672747
2022-09-30,23,2,0,6772,1469,841363,188,36,107451.6518648556,150865.8732428143
2022-10-31,23,2,0,5056,3204,586261,157,37,138623.56554853154,142016.76163603648
2022-11-30,23,2,0,6668,4985,986374,186,31,72807.65999922734,-101208.40766190607
2022-12-31,23,2,0,4252,4361,936402,75,21,225658.37320470283,213965.99144682824
2023-01-31,23,2,0,6738,3843,832137,75,21,74759.6801576351,-38472.64412827865
2023-02-28,23,2,0,7668,207,1947026,81,21,77116.19900982069,365020.92269964714
2023-03-31,23,2,0,7441,2233,908624,152,31,47085.86111681699,22536.67052712855
2023-04-30,23,2,0,2971,4874,2014843,163,36,579627.2921271148,444713.32564359676
2023-05-31,23,2,0,1824,7918,3590051,150,36,330659.6732905746,627854.6864877254
2023-06-30,23,2,0,7930,2646,540537,291,27,2959.274623722829,-131476.4905612613
2023-07-31,23,2,0,3591,1957,1467680,251,27,632297.749160572,574182.135516358
2023-08-31,23,2,0,6374,356,1779343,236,31,345968.8997540807,462163.697676442
2023-09-30,23,2,0,4144,2065,1691198,186,32,627261.3581647491,551310.9129829991
2023-10-31,23,2,0,3030,3873,1761943,189,32,622709.4023117211,540348.6601690582
2023-11-30,23,2,0,7487,4423,649395,163,33,20847.930037144244,-199090.0503234697
2023-12-31,23,2,0,7390,3651,895198,59,21,40049.15696811258,-78247.65753216897
2015-01-31,23,3,0,6120,3223,721960,79,21,108487.76432087744,48797.078525749625
2015-02-28,23,3,0,4731,1756,1540435,77,23,505788.8357816859,479455.0555251497
2015-03-31,23,3,0,3184,1433,1220326,107,36,617140.0595020556,618847.8254138035
2015-04-30,23,3,0,2529,4759,2728167,113,33,877777.2849937024,666813.7977275591
2015-05-31,23,3,0,3222,4225,2615920,103,30,827624.6218190162,597857.6693814663
2015-06-30,23,3,0,7620,2616,1731776,357,33,57154.62409356304,129742.39702467862
2015-07-31,23,3,0,6827,4312,774120,274,32,58725.102788808144,-103926.74872846626
2015-08-31,23,3,0,6336,797,745999,246,34,140874.07080554028,228119.8191156399
2015-09-30,23,3,0,7903,308,1393321,181,30,14984.681539884394,224377.82808171996
