Date,Crop,State,Season,Price,Arrivals,Production,Rainfall,Temperature
2020-09-30,Other Cereals,West Bengal,Rabi,7574,159,1386097,4,8
2020-10-31,Other Cereals,West Bengal,Rabi,7443,3026,1744084,4,8
2020-11-30,Other Cereals,West Bengal,Rabi,6530,3634,1084428,4,8
2020-12-31,Other Cereals,West Bengal,Rabi,6723,2244,1239383,4,8
2021-01-31,Other Cereals,West Bengal,Rabi,5443,4108,501693,4,8
2021-02-28,Other Cereals,West Bengal,Rabi,5397,457,1643433,4,8
2021-03-31,Other Cereals,West Bengal,Rabi,7410,724,1863327,4,8
2021-04-30,Other Cereals,West Bengal,Rabi,2321,8722,3365403,4,8
2021-05-31,Other Cereals,West Bengal,Rabi,1731,7206,3495974,4,8
2021-06-30,Other Cereals,West Bengal,Rabi,6785,4972,926890,4,8
2021-07-31,Other Cereals,West Bengal,Rabi,5532,3262,1883793,4,8
2021-08-31,Other Cereals,West Bengal,Rabi,7038,2563,575231,4,8
2021-09-30,Other Cereals,West Bengal,Rabi,7024,1910,1528910,4,8
2021-10-31,Other Cereals,West Bengal,Rabi,6961,1890,1922985,4,8
2021-11-30,Other Cereals,West Bengal,Rabi,4856,2023,995295,4,8
2021-12-31,Other Cereals,West Bengal,Rabi,3156,4298,974932,4,8
2022-01-31,Other Cereals,West Bengal,Rabi,5184,1790,1186562,4,8
2022-02-28,Other Cereals,West Bengal,Rabi,7677,3535,783032,4,8
2022-03-31,Other Cereals,West Bengal,Rabi,5747,4923,1325388,4,8
2022-04-30,Other Cereals,West Bengal,Rabi,2328,6729,3738227,4,8
2022-05-31,Other Cereals,West Bengal,Rabi,2575,8199,2798237,4,8
2022-06-30,Other Cereals,West Bengal,Rabi,3772,4910,1099392,4,8
2022-07-31,Other Cereals,West Bengal,Rabi,6949,1379,1437955,4,8
2022-08-31,Other Cereals,West Bengal,Rabi,5123,664,1359793,4,8
2022-09-30,Other Cereals,West Bengal,Rabi,6536,4402,1474242,4,8
2022-10-31,Other Cereals,West Bengal,Rabi,6069,4812,1046073,4,8
2022-11-30,Other Cereals,West Bengal,Rabi,7136,2012,1542777,4,8
2022-12-31,Other Cereals,West Bengal,Rabi,5562,2289,937006,4,8
2023-01-31,Other Cereals,West Bengal,Rabi,6143,1130,759484,4,8
2023-02-28,Other Cereals,West Bengal,Rabi,3412,815,1941064,4,8
2023-03-31,Other Cereals,West Bengal,Rabi,6116,1963,1957836,4,8
2023-04-30,Other Cereals,West Bengal,Rabi,2199,8657,2477966,4,8
2023-05-31,Other Cereals,West Bengal,Rabi,1555,7716,3017205,4,8
2023-06-30,Other Cereals,West Bengal,Rabi,3587,2351,1504402,4,8
2023-07-31,Other Cereals,West Bengal,Rabi,7950,3393,932936,4,8
2023-08-31,Other Cereals,West Bengal,Rabi,4028,2241,1628274,4,8
2023-09-30,Other Cereals,West Bengal,Rabi,7552,489,525948,4,8
2023-10-31,Other Cereals,West Bengal,Rabi,4970,2825,1179912,4,8
2023-11-30,Other Cereals,West Bengal,Rabi,7411,4585,1056264,4,8
2023-12-31,Other Cereals,West Bengal,Rabi,7293,3213,1663678,4,8
2015-01-31,Other Cereals,Maharashtra,Rabi,6642,3509,1382536,4,8
2015-02-28,Other Cereals,Maharashtra,Rabi,4685,2756,1216339,4,8
2015-03-31,Other Cereals,Maharashtra,Rabi,5234,2614,1890459,4,8
2015-04-30,Other Cereals,Maharashtra,Rabi,2453,4021,3559652,4,8
2015-05-31,Other Cereals,Maharashtra,Rabi,1374,4051,3981561,4,8
2015-06-30,Other Cereals,Maharashtra,Rabi,3487,4580,1487563,4,8
2015-07-31,Other Cereals,Maharashtra,Rabi,4599,3993,938856,4,8
2015-08-31,Other Cereals,Maharashtra,Rabi,5569,1202,929468,4,8
2015-09-30,Other Cereals,Maharashtra,Rabi,4290,2973,1840770,4,8
2015-10-31,Other Cereals,Maharashtra,Rabi,6189,2852,1793054,4,8
2015-11-30,Other Cereals,Maharashtra,Rabi,6201,2520,1838297,4,8
2015-12-31,Other Cereals,Maharashtra,Rabi,6623,2738,1098834,4,8
2016-01-31,Other Cereals,Maharashtra,Rabi,6258,1438,661845,4,8
2016-02-29,Other Cereals,Maharashtra,Rabi,3495,2462,1780692,4,8
2016-03-31,Other Cereals,Maharashtra,Rabi,5819,2916,812547,4,8
2016-04-30,Other Cereals,Maharashtra,Rabi,3355,5475,2802882,4,8
2016-05-31,Other Cereals,Maharashtra,Rabi,1487,6120,2364229,4,8
2016-06-30,Other Cereals,Maharashtra,Rabi,7439,656,949482,4,8
2016-07-31,Other Cereals,Maharashtra,Rabi,5296,849,636626,4,8
2016-08-31,Other Cereals,Maharashtra,Rabi,6735,1458,1086370,4,8
2016-09-30,Other Cereals,Maharashtra,Rabi,6043,2767,1065464,4,8
2016-10-31,Other Cereals,Maharashtra,Rabi,6315,4731,1919387,4,8
2016-11-30,Other Cereals,Maharashtra,Rabi,4326,2786,1585573,4,8
2016-12-31,Other Cereals,Maharashtra,Rabi,5885,3824,978743,4,8
2017-01-31,Other Cereals,Maharashtra,Rabi,6213,513,766854,4,8
2017-02-28,Other Cereals,Maharashtra,Rabi,5221,619,1782228,4,8
2017-03-31,Other Cereals,Maharashtra,Rabi,5527,2775,716744,4,8
2017-04-30,Other Cereals,Maharashtra,Rabi,2080,6579,3442778,4,8
2017-05-31,Other Cereals,Maharashtra,Rabi,2240,4788,2923106,4,8
2017-06-30,Other Cereals,Maharashtra,Rabi,5578,1067,1798728,4,8
2017-07-31,Other Cereals,Maharashtra,Rabi,4121,4641,1646270,4,8
2017-08-31,Other Cereals,Maharashtra,Rabi,3997,266,1222402,4,8
2017-09-30,Other Cereals,Maharashtra,Rabi,7874,3968,1463519,4,8
2017-10-31,Other Cereals,Maharashtra,Rabi,7924,2858,625161,4,8
2017-11-30,Other Cereals,Maharashtra,Rabi,4520,2549,917366,4,8
2017-12-31,Other Cereals,Maharashtra,Rabi,6641,3847,751263,4,8
2018-01-31,Other Cereals,Maharashtra,Rabi,7043,3199,1570545,4,8
2018-02-28,Other Cereals,Maharashtra,Rabi,3001,1436,921378,4,8
2018-03-31,Other Cereals,Maharashtra,Rabi,4135,2813,1789087,4,8
2018-04-30,Other Cereals,Maharashtra,Rabi,1806,5017,2919126,4,8
2018-05-31,Other Cereals,Maharashtra,Rabi,1392,7611,3832725,4,8
2018-06-30,Other Cereals,Maharashtra,Rabi,6904,2443,1077767,4,8
2018-07-31,Other Cereals,Maharashtra,Rabi,7652,462,1367635,4,8
2018-08-31,Other Cereals,Maharashtra,Rabi,3140,285,842424,4,8
2018-09-30,Other Cereals,Maharashtra,Rabi,6122,1916,1184365,4,8
2018-10-31,Other Cereals,Maharashtra,Rabi,6488,346,1975454,4,8
2018-11-30,Other Cereals,Maharashtra,Rabi,3341,1848,1343440,4,8
2018-12-31,Other Cereals,Maharashtra,Rabi,4684,4826,937751,4,8
2019-01-31,Other Cereals,Maharashtra,Rabi,3058,883,1834310,4,8
2019-02-28,Other Cereals,Maharashtra,Rabi,5868,4982,954615,4,8
2019-03-31,Other Cereals,Maharashtra,Rabi,6878,2910,1706485,4,8
2019-04-30,Other Cereals,Maharashtra,Rabi,1550,4727,2432861,4,8
2019-05-31,Other Cereals,Maharashtra,Rabi,1751,7381,3874682,4,8
2019-06-30,Other Cereals,Maharashtra,Rabi,7739,2069,1674305,4,8
2019-07-31,Other Cereals,Maharashtra,Rabi,5128,1420,512605,4,8
2019-08-31,Other Cereals,Maharashtra,Rabi,7171,1693,741343,4,8
2019-09-30,Other Cereals,Maharashtra,Rabi,7517,1019,1934008,4,8
2019-10-31,Other Cereals,Maharashtra,Rabi,4850,4284,1580576,4,8
2019-11-30,Other Cereals,Maharashtra,Rabi,7627,1036,547336,4,8
2019-12-31,Other Cereals,Maharashtra,Rabi,6491,3956,1660212,4,8
2020-01-31,Other Cereals,Maharashtra,Rabi,4370,1574,1218462,4,8
2020-02-29,Other Cereals,Maharashtra,Rabi,6091,1744,1339867,4,8
2020-03-31,Other Cereals,Maharashtra,Rabi,6835,710,1159836,4,8
2020-04-30,Other Cereals,Maharashtra,Rabi,1955,5698,2981494,4,8
2020-05-31,Other Cereals,Maharashtra,Rabi,2049,7029,3342047,4,8
2020-06-30,Other Cereals,Maharashtra,Rabi,7735,2696,1942580,4,8
2020-07-31,Other Cereals,Maharashtra,Rabi,7022,583,1050831,4,8
2020-08-31,Other Cereals,Maharashtra,Rabi,5876,113,733387,4,8
2020-09-30,Other Cereals,Maharashtra,Rabi,7237,2550,1821006,4,8
2020-10-31,Other Cereals,Maharashtra,Rabi,5293,2627,1379194,4,8
2020-11-30,Other Cereals,Maharashtra,Rabi,7721,3382,760009,4,8
2020-12-31,Other Cereals,Maharashtra,Rabi,3569,1445,1477330,4,8
2021-01-31,Other Cereals,Maharashtra,Rabi,5323,3557,964120,4,8
2021-02-28,Other Cereals,Maharashtra,Rabi,4263,1554,834093,4,8
2021-03-31,Other Cereals,Maharashtra,Rabi,3657,3382,1773964,4,8
2021-04-30,Other Cereals,Maharashtra,Rabi,1754,8455,2791778,4,8
2021-05-31,Other Cereals,Maharashtra,Rabi,3295,5360,2555860,4,8
2021-06-30,Other Cereals,Maharashtra,Rabi,7719,628,789397,4,8
2021-07-31,Other Cereals,Maharashtra,Rabi,7732,1540,1390184,4,8
2021-08-31,Other Cereals,Maharashtra,Rabi,3883,1027,1094658,4,8
2021-09-30,Other Cereals,Maharashtra,Rabi,5104,2480,1010354,4,8
2021-10-31,Other Cereals,Maharashtra,Rabi,4229,1055,593105,4,8
2021-11-30,Other Cereals,Maharashtra,Rabi,4053,1273,1039671,4,8
2021-12-31,Other Cereals,Maharashtra,Rabi,3109,507,1925187,4,8
2022-01-31,Other Cereals,Maharashtra,Rabi,7015,2130,1389738,4,8
2022-02-28,Other Cereals,Maharashtra,Rabi,5698,986,541930,4,8
2022-03-31,Other Cereals,Maharashtra,Rabi,3153,4668,1286088,4,8
2022-04-30,Other Cereals,Maharashtra,Rabi,2854,7346,3191078,4,8
2022-05-31,Other Cereals,Maharashtra,Rabi,1425,8070,2820657,4,8
2022-06-30,Other Cereals,Maharashtra,Rabi,7817,3153,1777492,4,8
2022-07-31,Other Cereals,Maharashtra,Rabi,4762,108,1171778,4,8
2022-08-31,Other Cereals,Maharashtra,Rabi,6089,4379,1925425,4,8
2022-09-30,Other Cereals,Maharashtra,Rabi,3402,2916,1915695,4,8
2022-10-31,Other Cereals,Maharashtra,Rabi,6442,2032,1387575,4,8
2022-11-30,Other Cereals,Maharashtra,Rabi,4450,3569,1797990,4,8
2022-12-31,Other Cereals,Maharashtra,Rabi,7634,985,1117526,4,8
2023-01-31,Other Cereals,Maharashtra,Rabi,7162,2559,560348,4,8
2023-02-28,Other Cereals,Maharashtra,Rabi,4223,4796,1626815,4,8
2023-03-31,Other Cereals,Maharashtra,Rabi,7225,3171,694854,4,8
2023-04-30,Other Cereals,Maharashtra,Rabi,1759,5975,3346536,4,8
2023-05-31,Other Cereals,Maharashtra,Rabi,2757,4513,2166388,4,8
2023-06-30,Other Cereals,Maharashtra,Rabi,6674,2394,685483,4,8
2023-07-31,Other Cereals,Maharashtra,Rabi,3394,222,1178090,4,8
2023-08-31,Other Cereals,Maharashtra,Rabi,7364,2407,1888918,4,8
2023-09-30,Other Cereals,Maharashtra,Rabi,3026,925,1940763,4,8
2023-10-31,Other Cereals,Maharashtra,Rabi,4285,3157,1936857,4,8
2023-11-30,Other Cereals,Maharashtra,Rabi,6946,902,1440475,4,8
2023-12-31,Other Cereals,Maharashtra,Rabi,4658,3851,882336,4,8
2015-01-31,Arhar/Tur,Punjab,Rabi,5899,1770,1124615,5,13
2015-02-28,Arhar/Tur,Punjab,Rabi,6085,3569,1590966,15,9
2015-03-31,Arhar/Tur,Punjab,Rabi,5198,1541,1732139,41,36
2015-04-30,Arhar/Tur,Punjab,Rabi,1226,7347,3586596,39,29
2015-05-31,Arhar/Tur,Punjab,Rabi,3334,4470,2676781,37,29
2015-06-30,Arhar/Tur,Punjab,Rabi,6751,4086,525163,162,34
2015-07-31,Arhar/Tur,Punjab,Rabi,6311,4403,1794458,202,28
2015-08-31,Arhar/Tur,Punjab,Rabi,4041,1501,1303545,199,32
2015-09-30,Arhar/Tur,Punjab,Rabi,4598,3273,1301407,43,37
2015-10-31,Arhar/Tur,Punjab,Rabi,5031,4105,1500470,13,33
2015-11-30,Arhar/Tur,Punjab,Rabi,4821,4391,1049614,48,29
2015-12-31,Arhar/Tur,Punjab,Rabi,3073,1551,1768542,22,9
2016-01-31,Arhar/Tur,Punjab,Rabi,3939,670,756930,16,13
2016-02-29,Arhar/Tur,Punjab,Rabi,4382,1009,1928056,24,5
2016-03-31,Arhar/Tur,Punjab,Rabi,3929,4744,1754277,6,33
2016-04-30,Arhar/Tur,Punjab,Rabi,3005,8507,2811256,38,31
2016-05-31,Arhar/Tur,Punjab,Rabi,2979,7303,3040035,19,38
2016-06-30,Arhar/Tur,Punjab,Rabi,7318,224,1975622,285,34
2016-07-31,Arhar/Tur,Punjab,Rabi,3928,183,723036,242,27
2016-08-31,Arhar/Tur,Punjab,Rabi,3707,2129,953219,282,34
2016-09-30,Arhar/Tur,Punjab,Rabi,7213,1370,1830202,35,27
2016-10-31,Arhar/Tur,Punjab,Rabi,7857,3742,1098206,45,28
2016-11-30,Arhar/Tur,Punjab,Rabi,6472,2498,871058,47,30
2016-12-31,Arhar/Tur,Punjab,Rabi,4320,2391,580885,23,13
2017-01-31,Arhar/Tur,Punjab,Rabi,6914,1369,896464,17,10
2017-02-28,Arhar/Tur,Punjab,Rabi,5996,2066,670328,5,8
2017-03-31,Arhar/Tur,Punjab,Rabi,7687,2103,1338670,30,37
2017-04-30,Arhar/Tur,Punjab,Rabi,2907,7297,3124422,18,38
2017-05-31,Arhar/Tur,Punjab,Rabi,2141,7527,3401556,12,33
2017-06-30,Arhar/Tur,Punjab,Rabi,6957,3216,1239615,204,25
2017-07-31,Arhar/Tur,Punjab,Rabi,3649,1920,616463,267,29
2017-08-31,Arhar/Tur,Punjab,Rabi,5171,1671,1943883,182,26
2017-09-30,Arhar/Tur,Punjab,Rabi,6113,2204,1000732,9,25
2017-10-31,Arhar/Tur,Punjab,Rabi,3066,103,852113,49,26
2017-11-30,Arhar/Tur,Punjab,Rabi,7000,1283,953150,1,36
2017-12-31,Arhar/Tur,Punjab,Rabi,3298,987,866937,23,8
2018-01-31,Arhar/Tur,Punjab,Rabi,3009,2532,1362718,22,8
2018-02-28,Arhar/Tur,Punjab,Rabi,6728,4117,809741,16,13
2018-03-31,Arhar/Tur,Punjab,Rabi,7532,3485,1332006,48,29
2018-04-30,Arhar/Tur,Punjab,Rabi,1885,4825,2678037,23,37
2018-05-31,Arhar/Tur,Punjab,Rabi,3143,7289,2276675,40,38
2018-06-30,Arhar/Tur,Punjab,Rabi,3759,4610,1379753,168,31
2018-07-31,Arhar/Tur,Punjab,Rabi,6077,4706,1995113,275,28
2018-08-31,Arhar/Tur,Punjab,Rabi,3457,4852,812901,186,33
2018-09-30,Arhar/Tur,Punjab,Rabi,6043,2530,1405040,8,27
2018-10-31,Arhar/Tur,Punjab,Rabi,3335,4725,1006280,2,25
2018-11-30,Arhar/Tur,Punjab,Rabi,4601,1580,567972,14,32
2018-12-31,Arhar/Tur,Punjab,Rabi,4592,322,1428079,20,14
2019-01-31,Arhar/Tur,Punjab,Rabi,3114,541,1698818,23,7
2019-02-28,Arhar/Tur,Punjab,Rabi,3724,4922,575881,13,9
2019-03-31,Arhar/Tur,Punjab,Rabi,4902,2386,1301215,19,30
2019-04-30,Arhar/Tur,Punjab,Rabi,2080,8052,2260935,2,25
2019-05-31,Arhar/Tur,Punjab,Rabi,2794,7209,3743623,18,28
2019-06-30,Arhar/Tur,Punjab,Rabi,7015,3188,1693778,214,32
2019-07-31,Arhar/Tur,Punjab,Rabi,3446,3118,1359962,275,27
2019-08-31,Arhar/Tur,Punjab,Rabi,3030,3673,589455,210,34
2019-09-30,Arhar/Tur,Punjab,Rabi,4588,137,803648,38,35
2019-10-31,Arhar/Tur,Punjab,Rabi,4227,1582,684189,21,37
2019-11-30,Arhar/Tur,Punjab,Rabi,3210,2072,1775748,8,35
2019-12-31,Arhar/Tur,Punjab,Rabi,6165,1913,708649,8,14
2020-01-31,Arhar/Tur,Punjab,Rabi,7872,2658,1730568,26,8
2020-02-29,Arhar/Tur,Punjab,Rabi,4981,2294,779833,14,5
2020-03-31,Arhar/Tur,Punjab,Rabi,5023,2436,553818,44,28
2020-04-30,Arhar/Tur,Punjab,Rabi,2264,8634,2588913,13,26
2020-05-31,Arhar/Tur,Punjab,Rabi,2876,6643,2348920,14,25
2020-06-30,Arhar/Tur,Punjab,Rabi,4562,4921,1758762,195,33
2020-07-31,Arhar/Tur,Punjab,Rabi,3708,3651,615314,210,27
2020-08-31,Arhar/Tur,Punjab,Rabi,3972,3297,1707881,172,27
2020-09-30,Arhar/Tur,Punjab,Rabi,7549,2268,1035051,38,33
2020-10-31,Arhar/Tur,Punjab,Rabi,7232,942,562207,39,29
2020-11-30,Arhar/Tur,Punjab,Rabi,4877,3005,683054,32,31
2020-12-31,Arhar/Tur,Punjab,Rabi,5423,3143,1659846,4,13
2021-01-31,Arhar/Tur,Punjab,Rabi,5412,4093,1727531,11,6
2021-02-28,Arhar/Tur,Punjab,Rabi,4549,3123,1120055,23,10
2021-03-31,Arhar/Tur,Punjab,Rabi,5401,3452,1584325,15,33
2021-04-30,Arhar/Tur,Punjab,Rabi,1249,7740,2200232,41,39
2021-05-31,Arhar/Tur,Punjab,Rabi,2612,7959,2754397,24,28
2021-06-30,Arhar/Tur,Punjab,Rabi,6309,3400,1624270,168,29
2021-07-31,Arhar/Tur,Punjab,Rabi,5141,853,1045648,248,32
2021-08-31,Arhar/Tur,Punjab,Rabi,6859,1169,1714338,230,33
2021-09-30,Arhar/Tur,Punjab,Rabi,3592,4141,1856633,38,29
2021-10-31,Arhar/Tur,Punjab,Rabi,6864,295,846781,25,30
2021-11-30,Arhar/Tur,Punjab,Rabi,4606,1017,1674922,10,28
2021-12-31,Arhar/Tur,Punjab,Rabi,5312,4979,566741,23,6
2022-01-31,Arhar/Tur,Punjab,Rabi,3586,4911,665013,0,6
2022-02-28,Arhar/Tur,Punjab,Rabi,5550,4208,1698399,4,11
2022-03-31,Arhar/Tur,Punjab,Rabi,4520,1916,604122,49,33
2022-04-30,Arhar/Tur,Punjab,Rabi,3342,5924,2455496,41,32
2022-05-31,Arhar/Tur,Punjab,Rabi,2096,5395,3367864,42,30
2022-06-30,Arhar/Tur,Punjab,Rabi,4335,737,1028328,232,30
2022-07-31,Arhar/Tur,Punjab,Rabi,6030,149,1443741,261,29
2022-08-31,Arhar/Tur,Punjab,Rabi,4481,913,1117780,276,28
2022-09-30,Arhar/Tur,Punjab,Rabi,6015,1617,1417654,22,30
2022-10-31,Arhar/Tur,Punjab,Rabi,6829,931,988589,21,28
2022-11-30,Arhar/Tur,Punjab,Rabi,4498,588,790369,23,28
2022-12-31,Arhar/Tur,Punjab,Rabi,7997,1222,1934390,26,12
2023-01-31,Arhar/Tur,Punjab,Rabi,5896,3665,1954823,20,14
2023-02-28,Arhar/Tur,Punjab,Rabi,5643,2078,1726742,5,11
2023-03-31,Arhar/Tur,Punjab,Rabi,5408,764,1444754,2,25
2023-04-30,Arhar/Tur,Punjab,Rabi,3284,6754,3838162,13,39
2023-05-31,Arhar/Tur,Punjab,Rabi,3049,5231,2326642,33,33
2023-06-30,Arhar/Tur,Punjab,Rabi,7171,480,1478490,158,31
2023-07-31,Arhar/Tur,Punjab,Rabi,6920,316,1944739,245,33
2023-08-31,Arhar/Tur,Punjab,Rabi,3017,4929,1682571,207,31
2023-09-30,Arhar/Tur,Punjab,Rabi,3529,2288,807502,27,38
2023-10-31,Arhar/Tur,Punjab,Rabi,7091,1173,1934814,35,29
2023-11-30,Arhar/Tur,Punjab,Rabi,6575,272,1433766,35,39
2023-12-31,Arhar/Tur,Punjab,Rabi,7229,940,1126507,8,5
2015-01-31,Arhar/Tur,Haryana,Rabi,6866,1091,1550847,19,5
2015-02-28,Arhar/Tur,Haryana,Rabi,3211,2057,619479,23,9
2015-03-31,Arhar/Tur,Haryana,Rabi,7810,4976,1916298,3,39
2015-04-30,Arhar/Tur,Haryana,Rabi,2438,6222,3898842,33,33
2015-05-31,Arhar/Tur,Haryana,Rabi,2878,6200,2042282,15,26
2015-06-30,Arhar/Tur,Haryana,Rabi,4926,1534,1067647,222,27
2015-07-31,Arhar/Tur,Haryana,Rabi,5556,4875,1932200,212,25
2015-08-31,Arhar/Tur,Haryana,Rabi,5058,2664,1599827,242,33
2015-09-30,Arhar/Tur,Haryana,Rabi,3834,4996,1320039,10,39
2015-10-31,Arhar/Tur,Haryana,Rabi,6308,985,780917,44,29
2015-11-30,Arhar/Tur,Haryana,Rabi,4590,2867,1037591,22,28
2015-12-31,Arhar/Tur,Haryana,Rabi,6201,4998,1309833,15,6
2016-01-31,Arhar/Tur,Haryana,Rabi,5756,2413,791568,13,11
2016-02-29,Arhar/Tur,Haryana,Rabi,4949,2018,1510407,12,13
2016-03-31,Arhar/Tur,Haryana,Rabi,5625,1932,1358206,31,26
2016-04-30,Arhar/Tur,Haryana,Rabi,2995,8233,3175647,38,27
2016-05-31,Arhar/Tur,Haryana,Rabi,2459,6432,2200821,6,31
2016-06-30,Arhar/Tur,Haryana,Rabi,6071,249,1385590,255,33
2016-07-31,Arhar/Tur,Haryana,Rabi,5827,3156,856296,263,33
2016-08-31,Arhar/Tur,Haryana,Rabi,3239,1446,1424659,159,29
2016-09-30,Arhar/Tur,Haryana,Rabi,5506,1125,894694,38,37
2016-10-31,Arhar/Tur,Haryana,Rabi,5351,1182,722422,43,29
2016-11-30,Arhar/Tur,Haryana,Rabi,7584,4386,982728,38,39
2016-12-31,Arhar/Tur,Haryana,Rabi,4746,1022,1713253,28,14
2017-01-31,Arhar/Tur,Haryana,Rabi,4133,4565,1670001,4,13
2017-02-28,Arhar/Tur,Haryana,Rabi,5969,1352,1040626,15,9
2017-03-31,Arhar/Tur,Haryana,Rabi,6998,2408,1994437,25,26
2017-04-30,Arhar/Tur,Haryana,Rabi,3205,5743,2487605,21,33
2017-05-31,Arhar/Tur,Haryana,Rabi,3240,5274,3320456,19,31
2017-06-30,Arhar/Tur,Haryana,Rabi,3957,3468,951896,272,29
2017-07-31,Arhar/Tur,Haryana,Rabi,5264,2255,1185618,178,32
2017-08-31,Arhar/Tur,Haryana,Rabi,3596,3133,637343,226,33
2017-09-30,Arhar/Tur,Haryana,Rabi,6662,2146,1037137,25,38
2017-10-31,Arhar/Tur,Haryana,Rabi,5081,1662,1119871,4,34
2017-11-30,Arhar/Tur,Haryana,Rabi,4661,2020,1264119,49,38
2017-12-31,Arhar/Tur,Haryana,Rabi,4999,2911,1620003,22,11
2018-01-31,Arhar/Tur,Haryana,Rabi,4078,4726,1771759,27,10
2018-02-28,Arhar/Tur,Haryana,Rabi,4262,2785,1477691,0,10
2018-03-31,Arhar/Tur,Haryana,Rabi,3164,3162,1669385,29,34
2018-04-30,Arhar/Tur,Haryana,Rabi,1303,6704,2774032,9,25
2018-05-31,Arhar/Tur,Haryana,Rabi,2102,5017,2994745,40,37
2018-06-30,Arhar/Tur,Haryana,Rabi,7261,1535,1252999,293,32
2018-07-31,Arhar/Tur,Haryana,Rabi,5976,2803,1644989,296,25
2018-08-31,Arhar/Tur,Haryana,Rabi,5927,2684,697432,164,26
2018-09-30,Arhar/Tur,Haryana,Rabi,4384,1755,1792597,41,29
2018-10-31,Arhar/Tur,Haryana,Rabi,3737,1106,1708854,49,32
2018-11-30,Arhar/Tur,Haryana,Rabi,7007,4848,556206,23,33
2018-12-31,Arhar/Tur,Haryana,Rabi,4252,2627,1131434,25,9
2019-01-31,Arhar/Tur,Haryana,Rabi,6908,2804,1341260,15,6
2019-02-28,Arhar/Tur,Haryana,Rabi,3070,3321,1727839,0,10
2019-03-31,Arhar/Tur,Haryana,Rabi,4605,3249,1575013,4,26
2019-04-30,Arhar/Tur,Haryana,Rabi,1987,5005,3162944,21,38
2019-05-31,Arhar/Tur,Haryana,Rabi,3469,8690,2019670,8,33
2019-06-30,Arhar/Tur,Haryana,Rabi,6099,3048,1924608,181,27
2019-07-31,Arhar/Tur,Haryana,Rabi,5606,1539,758549,185,30
2019-08-31,Arhar/Tur,Haryana,Rabi,7538,877,1387548,184,27
2019-09-30,Arhar/Tur,Haryana,Rabi,5515,3378,941075,34,35
2019-10-31,Arhar/Tur,Haryana,Rabi,3983,1791,695321,9,39
2019-11-30,Arhar/Tur,Haryana,Rabi,7688,2611,1888010,9,32
2019-12-31,Arhar/Tur,Haryana,Rabi,7134,478,683157,16,9
2020-01-31,Arhar/Tur,Haryana,Rabi,6437,4898,1363823,16,5
2020-02-29,Arhar/Tur,Haryana,Rabi,6480,2200,1147835,24,11
2020-03-31,Arhar/Tur,Haryana,Rabi,3662,2261,1467368,39,32
2020-04-30,Arhar/Tur,Haryana,Rabi,3038,6449,3161065,40,30
2020-05-31,Arhar/Tur,Haryana,Rabi,2492,7162,2861074,5,33
2020-06-30,Arhar/Tur,Haryana,Rabi,3597,2052,1390409,282,33
2020-07-31,Arhar/Tur,Haryana,Rabi,7564,159,1616442,194,25
2020-08-31,Arhar/Tur,Haryana,Rabi,5597,3178,1031751,219,29
2020-09-30,Arhar/Tur,Haryana,Rabi,6380,1018,822918,28,26
2020-10-31,Arhar/Tur,Haryana,Rabi,6423,4952,737700,36,28
2020-11-30,Arhar/Tur,Haryana,Rabi,6712,1424,795529,33,28
2020-12-31,Arhar/Tur,Haryana,Rabi,5647,3367,1664617,15,14
2021-01-31,Arhar/Tur,Haryana,Rabi,7362,4319,1619738,2,12
2021-02-28,Arhar/Tur,Haryana,Rabi,5797,1592,1164214,27,5
2021-03-31,Arhar/Tur,Haryana,Rabi,3923,2054,1761519,13,26
2021-04-30,Arhar/Tur,Haryana,Rabi,3265,6942,2934775,45,36
2021-05-31,Arhar/Tur,Haryana,Rabi,2554,5308,2865175,36,26
2021-06-30,Arhar/Tur,Haryana,Rabi,6792,4904,1008192,210,30
2021-07-31,Arhar/Tur,Haryana,Rabi,5691,1696,863429,160,30
2021-08-31,Arhar/Tur,Haryana,Rabi,4309,2388,528753,224,31
2021-09-30,Arhar/Tur,Haryana,Rabi,5265,1593,661520,33,30
2021-10-31,Arhar/Tur,Haryana,Rabi,7896,439,730609,48,29
2021-11-30,Arhar/Tur,Haryana,Rabi,7509,4469,1149116,20,39
2021-12-31,Arhar/Tur,Haryana,Rabi,3838,4753,715550,6,8
2022-01-31,Arhar/Tur,Haryana,Rabi,4295,3522,1535787,5,12
2022-02-28,Arhar/Tur,Haryana,Rabi,6057,1178,1770151,26,6
2022-03-31,Arhar/Tur,Haryana,Rabi,3744,3544,640819,22,25
2022-04-30,Arhar/Tur,Haryana,Rabi,1796,5888,2308166,36,30
2022-05-31,Arhar/Tur,Haryana,Rabi,3116,4627,2411094,30,25
2022-06-30,Arhar/Tur,Haryana,Rabi,6148,3145,603019,253,32
2022-07-31,Arhar/Tur,Haryana,Rabi,6719,3325,1877385,246,32
2022-08-31,Arhar/Tur,Haryana,Rabi,4958,1838,1875104,287,26
2022-09-30,Arhar/Tur,Haryana,Rabi,4675,1008,703468,49,36
2022-10-31,Arhar/Tur,Haryana,Rabi,7763,4019,1401960,28,37
2022-11-30,Arhar/Tur,Haryana,Rabi,3351,1089,1331778,17,27
2022-12-31,Arhar/Tur,Haryana,Rabi,3560,3506,1247202,24,13
2023-01-31,Arhar/Tur,Haryana,Rabi,4036,4980,1305986,26,5
